swept_variable,swept_dimension,target_dim,source1_dim,source2_dim,method,minimum_eigenvalue,redundancy,unique_source1,unique_source2,synergy,I(source1;target),I(source2;target),"I(source1,source2;target)",runtime_seconds,max_abs_diff_vs_eigen
target,570,570,50,55,thin_pid,0.20871215252207775,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.482611021026969,2.5603897952919397e-06
target,570,570,50,55,eigen_pid,0.20871215252207775,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.699143687961623,0.0
target,580,580,50,55,gpid_tilde,0.20871215252207787,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,47.97259311005473,2.5587797694015535e-06
target,580,580,50,55,thin_pid,0.20871215252207787,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.762671124190092,2.5603897952919397e-06
target,580,580,50,55,eigen_pid,0.20871215252207787,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.2104920011479408,0.0
target,590,590,50,55,gpid_tilde,0.20871215252207923,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,47.9026128440164,2.5587797694015535e-06
target,590,590,50,55,thin_pid,0.20871215252207923,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.657654438866302,2.5603897952919397e-06
target,590,590,50,55,eigen_pid,0.20871215252207923,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.6004074779339135,0.0
target,600,600,50,55,gpid_tilde,0.20871215252207853,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,47.5586044578813,2.5587797694015535e-06
target,600,600,50,55,thin_pid,0.20871215252207853,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.51776896091178,2.5603897952919397e-06
target,600,600,50,55,eigen_pid,0.20871215252207853,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.3972549738828093,0.0
target,610,610,50,55,gpid_tilde,0.20871215252207675,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,51.197638298152015,2.5587797694015535e-06
target,610,610,50,55,thin_pid,0.20871215252207675,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.52673109807074,2.5603897952919397e-06
target,610,610,50,55,eigen_pid,0.20871215252207675,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.4509579008445144,0.0
target,620,620,50,55,gpid_tilde,0.20871215252207878,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,50.31358128110878,2.5587797694015535e-06
target,620,620,50,55,thin_pid,0.20871215252207878,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.530672688037157,2.5603897952919397e-06
target,620,620,50,55,eigen_pid,0.20871215252207878,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.5177892739884555,0.0
target,630,630,50,55,gpid_tilde,0.20871215252207787,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,48.822875865967944,2.5587797694015535e-06
target,630,630,50,55,thin_pid,0.20871215252207787,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,14.612025395035744,2.5603897952919397e-06
target,630,630,50,55,eigen_pid,0.20871215252207787,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.4566619121469557,0.0
target,640,640,50,55,gpid_tilde,0.20871215252207811,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,48.57242713100277,2.5587797694015535e-06
target,640,640,50,55,thin_pid,0.20871215252207811,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,15.025773626053706,2.5603897952919397e-06
target,640,640,50,55,eigen_pid,0.20871215252207811,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.675626846961677,0.0
target,650,650,50,55,gpid_tilde,0.20871215252207853,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,51.53153087804094,2.5587797694015535e-06
target,650,650,50,55,thin_pid,0.20871215252207853,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,15.013239841908216,2.5603897952919397e-06
target,650,650,50,55,eigen_pid,0.20871215252207853,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.5313571740407497,0.0
target,660,660,50,55,gpid_tilde,0.20871215252207823,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,54.24799430090934,2.5587797694015535e-06
target,660,660,50,55,thin_pid,0.20871215252207823,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,15.606604888103902,2.5603897952919397e-06
target,660,660,50,55,eigen_pid,0.20871215252207823,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.5267561390064657,0.0
target,670,670,50,55,gpid_tilde,0.20871215252207878,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,53.12808944983408,2.5587797694015535e-06
target,670,670,50,55,thin_pid,0.20871215252207878,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,15.111676350003108,2.5603897952919397e-06
target,670,670,50,55,eigen_pid,0.20871215252207878,16.524101186092032,0.0,18.872892573643583,7.312031259014454,16.524101186092032,35.396993759735615,42.70902501875007,1.852525498950854,0.0
target,680,680,50,55,gpid_tilde,0.20871215252207784,16.524101186092018,0.0,18.87289257364358,7.312028700234698,16.52410118609202,35.3969937597356,42.7090224599703,50.17062467895448,2.5587797694015535e-06
target,680,680,50,55,thin_pid,0.20871215252207784,16.524101184481978,1.6100401012408838e-09,18.87289257525362,7.312028698624658,16.52410118609202,35.3969937597356,42.7090224599703,15.365681823110208,2.5603897952919397e-06
